# Global Carbon Budget 2023 — Global Carbon Budget
#
# Global Carbon Budget
# All values in billion tonnes of carbon per year (GtC/yr), for the globe. For values in billion tonnes of carbon dioxide per year (GtCO2/yr) , multiply the numbers below by 3.664.
# Note: 1 billion tonnes C = 1 petagram of carbon (10^15 gC) = 1 gigatonne C = 3.664 billion tonnes of CO2
# All uncertainties represent ± 1 sigma error (68 % chance of being in the range provided)
# Emissions from fossil fuel combustion and industrial processes (uncertainty of ±5% for a ± 1 sigma confidence level):
# Cite as: Friedlingstein et al. 2023 (see Summary tab).
# Emissions from land-use change (uncertainty of ±0.7 GtC/yr). Average of three bookkeeping models: H&N (Houghton & Castanho, 2023), BLUE (Hansis, et al., 2015) and OSCAR (Gasser et al., 2020).
# Cite as: Friedlingstein et al. 2023  (see Summary tab).
# The atmospheric CO2 growth rate (variable uncertainty around 0.2 GtC/yr from 1980) is estimated directly from atmospheric CO2 concentration measurements, and provided by the US National Oceanic and Atmospheric Administration Earth System Research Laboratory (NOAA/ESRL).  http://www.esrl.noaa.gov/gmd/ccgg/trends/global.html
# Cite as: Lan et al. 2023: Trends in atmospheric carbon dioxide, National Oceanic & Atmospheric Administration, Earth System Research Laboratory (NOAA/ESRL), available at http://www.esrl.noaa.gov/gmd/ccgg/trends/global.html
# 1959-1980 are based on Mauna Loa and South Pole stations as observed by the CO2 Program at Scripps Institution of Oceanography. http://scrippsco2.ucsd.edu/data/atmospheric_co2/
# 1980 onwards are global averages estimated from multiple stations run by NOAA/ESRL.
# The ocean sink (uncertainty of ±0.4 GtC/yr on average) is estimated from the average of 10 global ocean biogeochemistry models and the average of 7 ocean fCO2 data products.
# Cite as: Friedlingstein et al. 2023 (see Summary tab).
# The land sink (uncertainty of ±0.5 GtC/yr on average) was estimated from the average of 20 dynamic global vegetation models.
# Cite as: Friedlingstein et al. 2023 (see Summary tab).
# The cement carbonation sink  is the average of two estimates:
# Cite as: Friedlingstein et al. 2023 (see Summary tab).
# The budget imbalance is the sum of emissions (fossil fuel and industry + land-use change) minus (atmospheric growth + ocean sink + land sink + cement carbonation sink); it is a measure of our imperfect data and understanding of the contemporary carbon cycle.
# Cite as: Friedlingstein et al. 2023 (see Summary tab).
# GtC/yr
#
#
# Generated with openclimatedata 0.33 from the GCB Excel file from 10.18160/gcp-2023
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,fossil emissions excluding carbonation,land-use change emissions,atmospheric growth,ocean sink,land sink,cement carbonation sink,budget imbalance
1959,2.41666545551985,2.12152666666667,2.03904,0.992419800030039,0.430358951653902,0.0125421466923516,1.06383122381022
1960,2.56179621050006,1.86440333333333,1.50804,0.936514291788282,1.25234662972206,0.01368205142525,0.715616570897803
1961,2.56942751478099,1.78748333333333,1.65672,0.839508783546525,0.899619514564692,0.0145476739776071,0.946514876025497
1962,2.66008623331397,1.65775666666667,1.18944,0.923603275304767,1.2939620354703,0.0156798665482469,0.895157722657321
1963,2.80186878147668,1.60405666666667,1.21068,1.11169776706301,0.959731798236568,0.0166529843536245,1.10716289849015
1964,2.95404422422084,1.56525333333333,1.04076,1.22949225882125,1.64488617280796,0.0182199849783153,0.585939140946654
1965,3.08670558686396,1.42073,2.3364,1.33788675057949,0.366636243760211,0.0192325801248902,0.447280012399375
1966,3.23736585230515,1.37405666666667,2.3364,1.26838124233773,1.56329395338798,0.0206427832085339,-0.577295459962426
1967,3.33960930142376,1.41120333333333,1.29564,1.11007573409597,1.73097274419359,0.021656588363145,0.592467568104388
1968,3.52192568984189,1.42804333333333,2.10276,1.20097022585421,2.4856318000375,0.023209644354823,-0.862602647071313
1969,3.75568760954641,1.34048333333333,2.80368,1.29986471761246,0.765601269062065,0.0246319911316004,0.202392965073622
1970,4.06609071199089,1.39579333333333,2.40012,1.1130592093707,0.774795185367388,0.0261293095755532,1.14778034101059
1971,4.23110963754661,1.31531666666667,1.55052,1.22925370112894,2.30664066932784,0.0275998227691944,0.432412110987306
1972,4.42779468023639,1.31611,3.12228,1.53124819288718,1.25393795276377,0.0300700608300569,-0.193631526244619
1973,4.66252745551243,1.28146666666667,3.10104,1.37194268464542,1.6869486791192,0.0321695880929776,-0.248106829678497
1974,4.64229861541286,1.24567666666667,1.44432,1.31863717640367,3.76588969946933,0.0329259870967385,-0.673797580890207
1975,4.65337864391065,1.25895333333333,2.61252,1.23803166816191,2.52255324484206,0.0335944788308694,-0.494367414590855
1976,4.90863673629626,1.25295333333333,2.06028,1.44052615992015,2.99789971596577,0.0355215181233997,-0.372637324379733
1977,5.04766691361121,1.25306333333333,4.07808,1.53092065167839,1.41710171655578,0.037886836026494,-0.763258957316134
1978,5.20304449327971,1.21627666666667,2.73996,1.55551514343663,2.53851765345235,0.040505964720794,-0.455177601663398
1979,5.35016435877539,1.15437333333333,4.54536,1.52500963519487,1.16599665692313,0.0419608356097419,-0.773789435619019
1980,5.31725999300728,1.20265,3.63204,1.78840412695311,0.44296661427417,0.0431892858071925,0.613309965972806
1981,5.19021532800849,1.27044666666667,2.4426,1.76289861871136,2.17475551223964,0.0440435947827054,0.0363642689414507
1982,5.1488463948662,1.27638,2.124,1.9470931104696,1.62051884821031,0.0448405454373189,0.688773890748965
1983,5.18174162489951,1.40821,3.88692,2.09848760222784,0.359767066276317,0.0463036531460914,0.198473303249268
1984,5.36073380319431,1.62853333333333,2.61252,1.87408209398608,2.84170073869151,0.0477098059649011,-0.386745502114844
1985,5.54179326425479,1.50226666666667,3.5046,1.76697658574432,2.65094487271921,0.0490424383922362,-0.927503965934313
1986,5.62432119042192,1.55371666666667,2.16648,1.83427107750257,2.43581335066548,0.0513668138867222,0.690106615033821
1987,5.7985215403946,1.50506666666667,5.6286,1.98856556926081,0.636851693942534,0.0537406754384469,-1.00416973158052
1988,6.02548713759235,1.44615,4.58784,1.80906006101905,2.09690129563551,0.0569037427331009,-1.07906796179531
1989,6.10779735317961,1.43036333333333,3.10104,1.84645455277729,3.55227566678196,0.0567551680659259,-1.01836470111223
1990,6.20979810966115,1.41018,2.59128,2.00875657905687,2.36514881549296,0.0561259684803673,0.59866674663096
1991,6.33992225109754,1.35003666666667,1.593,2.13980542659035,2.14384603327893,0.0595274303624526,1.75378002753248
1992,6.15917002383121,1.42552,1.52928,2.30172582582856,2.44388355013583,0.0602952927212918,1.24950535514552
1993,6.22225717795848,1.39985333333333,2.61252,2.24582604250557,2.99649244498051,0.064402525955441,-0.297130502149701
1994,6.28678359145295,1.57653666666667,3.52584,2.0342346178973,1.4801949815858,0.0678750210098444,0.755175637626667
1995,6.42043993523917,1.53916,4.248,2.03320613933212,1.839646750901,0.0715087048177613,-0.232761659811707
1996,6.61849423406246,1.63682,2.2302,2.02852655920131,3.41652812760612,0.0742136192829946,0.505845927972028
1997,6.65828343663599,2.04175666666667,4.18428,2.20050051518453,3.28681225266611,0.0769825665333164,-1.0485352310813
1998,6.64054193758811,1.68262333333333,6.03216,2.24040020466358,1.52081070266077,0.0777471626043297,-1.54795279900723
1999,6.77770049903473,1.63864666666667,2.82492,1.99663879552792,3.55168601706284,0.0805125269203678,-0.0374101738097354
2000,6.95995845385593,1.46715666666667,2.655,1.93671956587388,3.81606603653345,0.0835369377607456,-0.0642074196454796
2001,7.00734998447192,1.3745,3.90816,1.83708471880836,2.54870706523407,0.0861094009627874,0.00178879946670052
2002,7.16383445925011,1.46975333333333,5.03388,2.2378091268515,1.29389718999534,0.0905229690940973,-0.0225214933574955
2003,7.54602874032039,1.59212333333333,4.86396,2.34308990750016,2.55705632331927,0.0972750155014593,-0.723229172667171
2004,7.81118793932549,1.47211,3.31344,2.30343516357329,3.60199872360283,0.104064893641901,-0.0396408414925364
2005,8.07644728852462,1.33512666666667,5.24628,2.3368994735215,2.01597615060906,0.111160968194991,-0.298742637134275
2006,8.3531023949233,1.42868666666667,3.75948,2.44597210936329,3.23889924640365,0.121018477361247,0.216419228461786
2007,8.5970889778872,1.24346,4.50288,2.37770729565594,2.89215359204927,0.130367978678764,-0.0625598884967653
2008,8.74506073285122,1.29388333333333,3.75948,2.40137036351264,3.62492119114421,0.134660750898118,0.118511760629588
2009,8.59532384711447,1.42908,3.35592,2.55906585872589,2.998521824828,0.141512385983404,0.969383777577167
2010,9.09015501684522,1.41307666666667,5.14008,2.51828282029847,3.34480857824839,0.15027914663853,-0.650218861673511
2011,9.3986000400427,1.42412666666667,3.56832,2.55684670646355,4.13266697906848,0.162719085264917,0.402173935912414
2012,9.53478530869257,1.45884,5.11884,2.61769842579883,2.59191489404164,0.169239680585289,0.495932308266805
2013,9.61584800980731,1.32608666666667,5.2038,2.64948624144065,3.63919335481646,0.177229223076958,-0.727774142860095
2014,9.6796383293055,1.42311333333333,4.33296,2.7859542238764,3.85613091361267,0.184932110928656,-0.057225585778899
2015,9.67882498947448,1.53664333333333,6.2658,2.84999219075474,2.27752548864199,0.185938921819677,-0.363788278408601
2016,9.67795459894739,1.25518333333333,6.03216,2.96923704073792,2.9399570468554,0.188003953112701,-1.19622010842531
2017,9.83227384306094,1.24590333333333,4.54536,2.83049810179427,3.72980431880693,0.192072616152527,-0.219557860359447
2018,10.0346465906979,1.16952666666667,5.07636,2.90749137400368,3.60471023688921,0.198195623025971,-0.582583976554296
2019,10.1091985229514,1.25478,5.31,2.95593152259211,3.00986640652016,0.201583196065832,-0.113402602226679
2020,9.55451389744253,1.17226666666667,4.97016,2.91436546964411,3.1100436586062,0.206857740535423,-0.474646304676536
2021,10.0481829803592,1.17947,5.2038,2.82558501209412,3.5426769779942,0.216462506349493,-0.560871516078617
2022,10.1391333876525,1.17629666666667,4.63032,2.77969405750212,3.78012555424795,0.217464614679868,-0.0921741721108096
