# Global Carbon Budget 2021 — National_Carbon_Emissions_2021v1.0.xlsx  — Consumption Emissions
#
# Consumption emissions
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# CIte as: Updated from Peters, GP, Minx, JC, Weber, CL and Edenhofer, O 2011. Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences 108, 8903-8908. http://www.pnas.org/content/108/21/8903.abstract
# For an explanation of issues around consumption emissions, see: Peters, GP, Davis, SJ and Andrew, R 2012. A synthesis of carbon in international trade. Biogeosciences, 9, 3247-3276. http://www.biogeosciences.net/9/3247/2012/bg-9-3247-2012.html
# Consumption emissions are computed as in Peters et al. (2011), using 'Territorial Emissions' as reference
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Carbon_Emissions_2021v1.0.xlsx' from https://doi.org/10.18160/gcp-2021
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1992,,0.775881039252859,,,,,,34.8565336056737,1.01255580029707,,68.1717442420031,25.0107543729335,3.79563922722415,,3.12099244738194,5.59535076370707,,12.0680596893049,46.9076869393414,,0.304874989727793,,,,,0.758,69.2777010260915,,1.18946574673576,11.5061534324678,0.237188984450414,,0.557993592015523,135.926085210654,,,,9.09979432906312,703.33992254913,18.5459902909647,,,,1.55551492138477,1.5860597615794,4.91929638864506,,,2.2224355931315,39.7449545985167,,,18.7994692246144,,,2.9533066960948,5.6810592947392,23.8738710015331,1.34198740072496,,,6.48873616096019,1.0996566181574,,,,27.9358493480816,147.706832810383,,,,,2.58631467343956,327.131386667466,1.30668885767134,28.3683102863798,,,,2.19257445635659,0.289,,,,1.00573280021865,27.8456706086462,25.1084441881026,,177.021149670972,51.4903967341235,,11.5699192482516,59.8777984524051,15.8588678216862,166.173148985143,1.92309643306623,389.823813699403,4.62273009260684,36.3689262297084,2.25787320489667,,,9.17408011764374,4.73805606498371,0.258160712759526,4.90510312729795,,,,,,13.8622931000169,3.33234290897263,,,0.383066315897715,0.420307812314031,22.1747365170418,,,0.938102027030952,,,,0.814460914983846,,94.418994797185,2.52121018141697,,,9.84863201622838,0.806077197339634,,0.314,,0.472642920355299,64.8232108271862,,7.79563554880597,0.841522424828779,,11.986652284606,,,,3.72962756529311,21.127004530856,,0.95559376937008,,1.18474808900778,6.56600601464937,20.7050787454954,1.78745557117616,94.3333840566229,16.3972403121024,6.30329868653398,0.883207979523711,108.191509926844,,,,,32.1416389738056,215.85183612708,0.13086431289776,,,,,,78.4482745076184,1.02150954127622,,,,23.0706191414453,15.1614536793335,5.20476631730064,,,60.8106964369258,79.8083479345253,2.14200389351582,,,,,,25.4042368427606,25.7797746751437,,60.1470737769377,,42.889842821017,,0.381769284465809,,3.8135889997323,5.84447819623124,67.2032579461944,,,,0.437746968044182,120.826284597353,17.4589834948261,188.806361640799,0.983414879743026,1401.34134214719,1.67699249478551,,,25.9453044752391,6.32161476040404,,,0.821367412613806,4.82754725420828,3812.00484213095,2195.05738803502,3701.80904871852,2304.29756896071,1429.79256360353,169.632872345006,1775.21563903881,27.4796766207204,1849.8052417236,298.983283064609,1632.22603893921,77.8661120960609,175.847427470645,152.00489174681,-1.59161572810262e-12,6157.62759204954
1993,,0.710598877626869,,,,,,33.6080255623244,0.501290162269871,,68.5862585331929,23.9591199721869,6.65479678517412,,3.82493525232635,5.67406115455769,,10.1784301144298,44.2670848190151,,0.346146200845106,,,,,0.872,71.6565177583079,,1.26672020436538,12.4061717389634,0.237664965586085,,0.54698479405323,132.53140277276,,,,9.70922753397786,752.609717658049,19.0860723040663,,,,1.5628598014921,1.78869317777612,4.92566141999083,,,2.03128865258722,35.603304223666,,,18.2058326461592,,,3.11641357177941,6.41103847685328,25.6945712261138,1.45993708163984,,,4.8409566643414,1.10453814225765,,,,23.0136031754031,136.814634250795,,,,,2.20310673139192,314.905522110882,1.47636605856643,26.9986656143459,,,,2.05371172281039,0.297,,,,1.00539012324938,26.7239254242088,23.1876160172253,,178.489628505002,54.1932059794121,,10.975310729412,58.2811292487477,15.9243448246767,151.951871618198,2.11186985345983,381.928898116761,4.43965721664214,47.0529506047382,2.3461564654649,,,13.1540301304559,3.45579701607707,0.265320160515635,3.8986955683815,,,,,,8.52990015569493,3.37192769324833,,,0.401690599153965,0.469038460922999,23.6974141621146,,,1.00935691032716,,,,0.840452669993675,,96.1107976159231,1.67026498762449,,,9.6713795187035,0.906816694839847,,0.379,,0.522449272627906,59.6743101051487,,7.80252022871766,0.79607172015167,,11.9618250908889,,,,4.17236838709922,22.428923983837,,0.923364894887457,,1.22856633687824,7.25454738241617,19.4614462390204,2.06166593865392,91.7108528364386,15.9614000829737,7.33177414431341,0.9306247665739,110.436382434557,,,,,29.97175502051,305.814604949003,0.131808406946464,,,,,,85.6394118760543,1.05257903229169,,,,23.2344063029865,14.0552326440297,4.862936466204,,,62.8627130796958,74.3155242764376,2.14931349105289,,,,,,23.6029826060904,23.5914825031607,,57.0735458859268,,42.1515512393569,,0.395203123350226,,3.50600939438435,5.43392271757855,62.4803853171252,,,,0.484743868341734,102.437348991546,19.0129400288366,179.332343547818,1.05436014561435,1417.65837833911,1.54173470119204,,,29.7145483630196,6.84635342658837,,,0.878319521669388,4.62832371122733,3795.70946709173,2274.44388352325,3621.47113326848,2447.76688364108,1339.45820014648,175.1055269665,1828.31758565907,27.4021731026651,1822.13829465858,308.737347716942,1646.8331134267,78.3210387558255,183.292280723951,152.747133394671,2.04636307898909e-12,6221.37946392934
1994,,0.630970026379756,,,,,,34.648449910275,0.488171971084039,,71.6753681817407,23.8943637118229,5.26076968106841,,3.93905265310758,6.26506517779168,,7.86141437468615,44.0696020263409,,0.40237408790149,,,,,0.827,75.1364868007117,,1.32807947766308,11.3413639978475,0.244785492413961,,0.571469287992699,134.02606029478,,,,10.3825165830458,749.766053550465,20.1100745227514,,,,1.87141036199151,1.44883458532437,4.78410478546044,,,2.03820595129244,34.0882757150263,,,18.7079538933215,,,3.29825961579571,4.12465397754528,24.3393434089337,1.62633057486257,,,4.49038651085492,0.908968803001616,,,,21.2251604368031,133.627218195206,,,,,1.34054543340056,307.823327317951,1.69586615323222,27.0008522403439,,,,2.33820538052763,0.307,,,,1.06580038902078,33.9652882629996,21.2641792413242,,187.591908024088,55.4299627520623,,11.1647547342215,64.0459922111996,16.7388136966758,147.257818982474,2.06686043753538,401.285631497246,4.84991600128694,40.8409628293433,2.43568525926754,,,14.4027741607766,2.7329863202226,0.291406722483221,3.66862444018265,,,,,,7.55949577710489,3.15023429403609,,,0.463244799642622,0.478792434298226,24.1117434063013,,,0.986599498935827,,,,0.838792381252649,,99.3878291941819,1.60810731109001,,,9.85619769215698,0.898937059338252,,0.429,,0.582574296763876,58.5412306709946,,8.02694396888105,0.848793715155411,,10.0811862714819,,,,4.64515717833923,24.2202997032627,,0.972332416005056,,1.39077802886183,7.35287266930874,20.1949045967922,2.19867454032006,88.2523637957168,16.1749475431078,7.31521987042968,0.912870190852733,116.364186755044,,,,,27.9777403092542,321.992229308764,0.126125416832528,,,,,,82.7120003328052,1.09728910762837,,,,25.16427363642,12.3094674904201,4.64616356345344,,,67.4931158063312,75.24229812416,2.3461003383969,,,,,,23.3849943066125,23.4032938809454,,57.3393569497196,,43.3264874655265,,0.400717899985696,,3.3389929198018,4.8626603607904,56.7732882082751,,,,0.467636687818175,75.4170828942261,21.2662153733728,177.673956476145,0.987847407089564,1445.24012762193,1.47392378024393,,,29.7957772144338,7.75527910671587,,,0.890062348168567,4.79925884964057,3804.24578725826,2302.49480959332,3650.28713553557,2455.58881666894,1307.56157924495,177.970310382152,1865.40089452466,28.5612334700463,1772.72083320646,313.471119650516,1679.20449908682,81.6726701436847,187.732969402587,160.147260722103,-0.0154505783449395,6265.40619010604
1995,,0.675186718221884,,,,,,35.4050977701914,0.74267300337719,,72.5806286886749,24.9883328401622,6.37869566923125,,3.9074227817249,7.12162641698731,,9.18802004251638,45.2363331318305,,0.421210782468637,,,,,0.831,81.1592858293821,,1.29546625345036,12.6949296756301,0.251408159832297,,0.559776202593343,136.326812692722,,,,11.2419517807407,816.25749302724,18.3544228632687,,,,1.82748142542012,1.92995411941944,5.22355985432347,,,2.09714277716191,33.6641716529081,,,18.5168768345262,,,4.0638533901755,6.18358680520206,26.9332459277879,1.78044870256311,,,4.26175052299815,1.00113538885855,,,,20.3967929750338,136.235583077401,,,,,0.615934042817608,309.874757575939,1.73568450470672,27.3541054495045,,,,2.47929167636795,0.318,,,,1.18343293545451,35.4768585609036,20.3084080277353,,197.10947460789,56.8761499938483,,11.415632876493,68.2661173363874,17.69696878445,152.650792166755,2.36838060250401,410.024949046839,4.95842899998353,37.3017379940977,2.77102623706053,,,14.1805502152652,2.69970345845257,0.324691840199745,3.40469267838297,,,,,,7.42067424459438,2.49773852031131,,,0.473505218868556,0.494822039009692,27.3074165038212,,,0.999203959179737,,,,0.908469804969343,,88.0260195998231,1.63861831716932,,,10.1072453790844,0.956562498765242,,0.442,,0.76255225137184,59.4738520872352,,8.35812354935776,0.905499774661627,,9.2090957801195,,,,4.77391717258123,24.1425957833396,,0.950455724092045,,1.52847229331199,7.69482787370123,21.6120256519025,2.46466600739265,87.6200406617263,17.2870781942792,7.63705458432633,0.996583943802601,123.357932194312,,,,,28.3292843912156,319.702967523279,0.124116099173979,,,,,,67.0200229133274,1.025187972144,,,,24.7546670976018,12.846398549214,5.03361303515453,,,70.9939769246498,78.4535521810978,2.50443414391546,,,,,,23.1192413811516,24.4393769558893,,59.0255346241901,,47.5825976760578,,0.458153429745447,,3.04583213804774,4.91523415139117,60.3785868015298,,,,0.534826520859226,60.5255497242487,21.1708270751942,176.514698684079,1.07543472995663,1461.91988306028,1.64532101265693,,,31.7570765219677,8.48029246024315,,,0.883371857995529,4.4116814350741,3832.90097781823,2398.31774760933,3695.40114509206,2534.91794654015,1322.6956781517,187.63358881488,1962.92807037442,30.5990071486754,1774.89320636976,306.717685316939,1686.85847693026,82.9688264984285,198.616621139192,169.182179473954,-0.0155322521775361,6398.9097255219
1996,,0.782543324666176,,,,,,37.3102923159158,0.792730093103268,,74.5749175258501,27.0379369268166,7.79571726692687,,3.98088718758226,7.3716905810824,,12.827399967801,44.8970868607791,,0.455534943825113,,,,,0.752,87.7595775337641,,1.50435549498747,13.2309359874099,0.26596982655261,,0.623818300518627,138.962867996905,,,,13.1848886020898,851.768079512145,18.4032193436041,,,,1.78469143233927,1.81739182494467,5.42032427818454,,,2.46457154734202,33.3512870505155,,,19.9565266082712,,,4.45750031055791,6.34392591359816,27.1787686177077,1.65245188982593,,,4.58341730708021,1.08535807150994,,,,20.2933748373727,137.534054615308,,,,,2.24152460218104,305.043356373971,2.04967380113576,26.893667514027,,,,2.372603597035,0.337,,,,1.27751179147093,34.5353370832995,19.0156376372733,,210.224362789143,63.240478215447,,13.4134849480696,71.4532456126195,18.2584011228925,143.78368510545,1.97841844738908,407.560369515291,4.09770187657242,33.2012507608396,2.55926586974235,,,12.0006882593204,2.31285020490957,0.338903156064453,3.85652763254429,,,,,,6.05253941876266,2.5113558034315,,,0.411041086406387,0.56925522013698,27.8320193759619,,,1.03149072123231,,,,1.00420272325912,,93.1805280919087,2.05847487277265,,,9.14895808543993,0.652570319949963,,0.47,,0.767583219204806,58.7844069086874,,8.81396675481849,0.923613224625193,,9.97156418423995,,,,4.56462142773893,26.9274221552747,,1.10391263292996,,1.44219681882174,7.53584324231735,21.4512010588197,2.55038684487846,89.6745110542397,16.5726295201079,7.74149516050966,1.07390727092111,134.650651506575,,,,,27.3742174664845,342.523699500072,0.126648482364803,,,,,,66.2742947962129,1.19929302948572,,,,27.923091722378,13.134514835167,4.87045744801115,,,69.0989071714373,73.9487494602621,2.75020692797868,,,,,,24.3794527584746,29.2347158475975,,54.806297033816,,50.1553700253744,,0.451680304703563,,3.90433091929858,5.09745637302216,57.2184494477942,,,,0.465011498934418,76.6990750788009,21.796569521064,184.697001937459,1.03054542213022,1508.31400726368,1.99131718482523,,,27.0566751073787,10.2208634907887,,,0.874782215009462,4.5020016182624,3921.49062780381,2487.07468596991,3761.87368567941,2645.73908656091,1318.38687828455,183.903608471728,2036.11970870301,33.187315226786,1821.75966274236,302.102806668225,1741.09604678329,85.7008907347514,204.693227832468,183.054587711111,-0.0312278520236475,6590.07794545551
1997,,0.58631424989964,,,,,,39.2182003791255,1.0773746751324,,77.156266994316,25.5748103326666,7.04010499264978,,3.9050598690432,7.88353323240283,,12.186686839058,46.2894445261857,,0.51479283035374,,,,,0.764,93.32774400999,,1.0303500735674,12.6185692317464,0.305167898962265,,0.614746663745631,147.740467606022,,,,14.9313089819797,833.437394373962,19.8615401218262,,,,1.93683936354532,1.75900051489321,5.762300697131,,,2.24144620991626,32.2111153900475,,,18.4657050162815,,,4.81614218808936,5.28907118405381,30.3457186185544,1.96666778103112,,,4.32332790892032,1.19646777756567,,,,19.9910326030195,133.775414802512,,,,,1.90631385277153,293.188567625966,2.41416234536646,27.3270913019999,,,,2.76802989957666,0.352,,,,1.45212670332524,38.7992984455244,18.752564453636,,219.823943883706,67.8713272198908,,13.2698856866294,72.7671477806487,18.9186432991524,145.606921332259,2.15852080602209,400.643589715509,4.73903209804064,31.0611589422303,2.48968377968432,,,13.0865297950143,1.49709552805868,0.334317663896104,3.73262531807503,,,,,,5.81178073092664,2.33459662427011,,,0.49070273587537,0.567805141056352,31.0483630853739,,,0.965689437085723,,,,0.99963439802094,,103.569511969805,1.67358936402587,,,8.87871127146389,0.530612803975898,,0.483,,0.837178493964314,57.268973370973,,9.29642073583586,1.01783591302392,,12.1747459296951,,,,4.70090151844693,26.5914306812553,,1.1658650786438,,1.59954304926421,8.40934393293169,23.6602386407764,2.99052842092702,87.6405223656896,17.7060574244684,8.44357947180509,1.09391590150628,136.761667200389,,,,,24.3728925294078,321.375968890384,0.131694529526968,,,,,,56.1033254673256,1.099550621697,,,,30.8000583236533,12.8217265524335,5.03200743098145,,,72.917492831639,75.4957178244861,2.79866258422001,,,,,,22.962746226357,25.9826208219234,,59.9395379943741,,47.0667675384607,,0.36784104763027,,4.05476147873214,5.27830381740804,61.0318089726031,,,,0.50581880036921,74.2862280672692,22.1299565745986,183.774352770353,1.1601797922786,1537.16930486595,2.18187447400409,,,32.4794613898188,12.3713960825703,,,1.13008808631729,4.15642156509353,3904.19357928687,2534.44417777292,3790.56100199449,2647.19160281393,1293.55558502729,192.071588630097,2041.50717568565,34.84443325991,1770.60869103506,300.24260135016,1789.06511328632,88.8006411469254,221.495535083659,192.546704131646,-0.0235433997624739,6630.69886312397
1998,,0.672998991631867,,,,,,40.0908578030359,1.08264615040729,,81.8820511898382,26.5206998765318,8.23549462525054,,4.40483254239262,7.85405716989524,,19.2817562808696,49.2585800227002,,0.545758888774625,,,,,0.912,95.1838759145579,,1.41998325232992,12.4539434576113,0.458597372431154,,0.7649134406222,148.777955359783,,,,15.3355237547887,806.733139472395,19.881850999043,,,,2.23818537273259,2.30256769967973,5.67687446952664,,,2.67460130456815,30.9783094134295,,,17.9475037469261,,,5.30634507620957,6.7082382190296,34.9875127088407,2.22050253837878,,,4.72843435771409,1.40436357431215,,,,19.481907354765,139.540308956038,,,,,2.06134625227781,294.48632877701,2.37334225384121,29.3889365872433,,,,3.27819215955531,0.372,,,,1.67588112391203,32.6158211064395,19.0863683947719,,224.436335937966,38.3387816431244,,13.3092171081226,84.0733722456372,19.4101015727273,148.741070878258,2.70206122510631,374.533355598309,4.88412229755315,32.1832322338486,3.5436799527357,,,14.587241127254,2.72047304897443,0.347924756357178,3.69453075840832,,,,,,6.0107008444742,2.09495919368655,,,0.619056999294168,0.546995608054105,21.8799318610693,,,1.26523410445955,,,,0.989511005961358,,110.212585325812,1.76514943266191,,,9.62650618440464,0.782826148561884,,0.496,,1.1300981079524,58.649240750312,,8.51428547587184,1.11356417347623,,11.6415325413012,,,,5.0805345102929,26.4018302634301,,1.44113337372996,,1.56451556899021,8.63187594768684,21.3323881101401,3.06601849986597,80.57834454273,19.0134456087832,7.57381004785302,1.08211700998532,98.6352487342548,,,,,23.8418594330078,287.332196511204,0.131420062570151,,,,,,59.5668263470091,1.14481406283502,,,,26.1004567571186,13.1552858801921,5.1229288198442,,,70.3231910619332,79.8792589148938,3.00841080374544,,,,,,23.1881963014173,31.4884161080518,,59.3686219129115,,35.3324603947962,,0.508305354602339,,4.12737527019912,5.03441388032009,61.8573094493766,,,,0.690314795297002,66.4483015595587,25.4660958893938,190.509134421473,1.14069984778954,1581.77596746992,2.31612872281268,,,42.3960418340903,12.8312618471997,,,1.06709694845487,3.76197481575434,3913.69517571618,2487.65753001382,3812.60355878578,2587.66516821066,1315.59932980937,204.787771163245,1899.31086976809,36.4584605100918,1766.07301497386,323.99608573122,1841.43071851461,92.7553245457134,236.535478454608,204.090383972412,-0.0236659105128183,6605.35866998798
1999,,1.00108218400401,,,,,,40.6925471434242,1.39930169553147,,81.3376330550544,26.1084382387794,7.29598349725793,,2.66439836379328,8.16397303392508,,18.179271699741,50.419976991283,,0.55733396199894,,,,,0.862,90.760154669322,,0.844967973032125,11.2366126665328,0.544882067499284,,0.737609626720966,148.239669792874,,,,16.4185287683159,816.840898600359,15.849413967918,,,,2.96042126349635,1.70059659497626,5.99941345368788,,,2.24477020701401,29.9205859670488,,,19.0020877368201,,,5.60515781663149,5.93717791488473,36.1465272666558,2.15362593508218,,,5.46581460246765,1.3895906990709,,,,20.1726589206002,139.797370542037,,,,,1.63973173406885,296.829639331859,2.54842282944256,28.2710865256594,,,,3.32160023386181,0.391,,,,1.83991091780053,28.8913380085662,19.3902678476547,,247.252498794634,57.7182145974696,,14.8028464127318,90.061641446869,17.273926596272,153.263182637246,2.63556152856818,398.033269608149,4.61398368990701,28.0419503466684,3.1057622904427,,,11.9505249375734,1.53494065030683,0.336173648387878,3.41164082243712,,,,,,5.33815339084757,2.34436237080641,,,0.697050588182094,0.537085776259228,26.0117109204315,,,1.12981875989531,,,,1.08209652971409,,112.32128548963,1.81650456920382,,,10.5136877740421,1.04208891774977,,0.454,,1.68409411712659,39.4020366533848,,9.35773256507743,1.19345417002674,,9.56211941011378,,,,5.07078031892831,29.0945132154982,,1.58424839825687,,1.59972749626898,9.08874574112097,22.9686341833128,3.08528150405712,84.0017907038115,20.1252752864822,4.4479746073683,0.886909473315338,118.764278372428,,,,,21.2381319814568,275.553948115333,0.137177822319391,,,,,,51.1651704273514,1.2197301800384,,,,27.7005362121906,12.2398343924198,4.9332341428026,,,77.1848034063985,85.8232010024699,3.77887431147359,,,,,,21.9818307026621,28.8140124748958,,61.6696115566894,,40.2034066792087,,0.521884091233735,,3.72548480567695,5.31320778818426,62.4359248341292,,,,0.711413103473599,64.3870117880391,22.0503848314785,187.021734998866,1.19460127551503,1627.00736736041,2.71779671701463,,,31.9146999110495,11.8196799322525,,,0.871634315263607,3.82646366815655,3953.4280245684,2526.55988394202,3892.51379871929,2586.51085209958,1305.91638383608,203.092843188147,2006.61621626909,39.190181149973,1730.33205290503,299.109155941778,1889.2690003181,92.9241501794448,219.448936640535,210.816998296469,-1.4495071809506e-12,6690.73763473793
2000,,1.03861123114991,,,,,,38.2367929559672,1.09592953498427,,79.5149427665229,26.3549198448743,7.00956476684238,,3.44087113314551,8.92409470877753,,17.8160874912778,51.4743941159031,,0.678099406059473,,,,,2.0965857323836,95.6394316807462,,0.850041595212005,12.1631068352417,0.402685108330997,,0.760112232552852,154.057680666767,,,,16.3943197291708,830.081102983501,16.0880766944388,,,,2.64969838110186,1.53454042143729,5.87960179652949,,,2.68515508598425,32.3040124661586,,,17.8718344350268,,,6.34216674052259,5.69720226579795,37.6723037456771,2.24196985290985,,,5.0708584037221,1.35791111563373,,,,20.3298408855326,142.188901796446,,,,,1.52350182530299,298.170940170944,2.43506158288947,29.7176375023901,,,,3.53170321094046,0.407,,,,2.07893076679273,30.4775309684686,19.1445981480743,,244.821576017324,64.8519154953119,,15.2434600066941,87.0526467789668,18.0513104446955,159.549648985398,2.041440490076,418.045950445115,4.60157490015951,30.3294020223004,2.78345875396471,,,8.35041138246123,1.31409331704564,0.523367533978657,3.42662502682953,,,,,,4.94233416835995,2.1049779358287,,,0.615997522181668,0.481490595748497,30.4001624875281,,,1.27713029407885,,,,1.19687406448743,,118.911348823571,1.81108243915456,,,11.1068390278272,1.13740423207259,,1.32251008507262,,1.03830991737948,39.1293036433821,,9.03810676891759,1.26234715002467,,12.7514699082028,,,,5.19229602611444,30.9273129245372,,1.51554681034196,,1.46197824170839,9.41989475871624,24.9198754561413,2.46756913217243,80.5992218884454,21.3051696208095,4.40605391603303,1.09446759824452,132.101023440766,,,,,22.1984796943107,272.994319920347,0.140593527256747,,,,,,56.5203800801615,1.32097109410433,,,,32.7198090088112,12.0873959501768,5.15619434918109,,,75.9080117892398,90.0740481884482,4.09840017524726,,,,,,22.464073163236,31.2031441190497,,67.3419418604869,,42.1852361358369,,0.437951650598404,,3.46282491875039,6.16845478903663,72.62976225741,,,,0.608531128351719,57.7365704222153,28.1368899204317,189.925750218799,1.34450751738583,1707.39371311287,2.3182907689504,,,23.9577622369677,13.2345069518955,,,1.05512841939735,3.16863247766956,4069.45514809146,2602.85513300342,4047.14613990386,2624.10840617164,1326.96001282428,202.542181922022,2081.95194398212,42.3350717335597,1744.67367728307,315.056276312685,1982.0293814245,90.7378395803933,212.973822406959,213.7306842272,-3.97903932025656e-13,6885.96068149415
2001,,1.11431625622607,,,,,,35.242601765711,1.12419051894904,,81.3813447737691,27.0304619661421,7.11396031554567,,3.04103259349344,10.9999671469221,,16.7120172498747,50.9345268173143,,0.760096075142102,,,,,1.90502195136363,93.740978648504,,0.827930498977852,12.4924126047468,0.450546573931308,,0.917642283855002,148.326530042865,,,,14.919734721414,869.579608467667,16.1204853250327,,,,2.81704228890432,1.72949536764003,6.58724456043405,,,2.60324907083368,32.3835071120521,,,17.8719813452396,,,6.3243170673937,6.9743229285063,33.0342948778658,2.42052145044417,,,4.93547340628112,1.59684341163562,,,,21.2406751741089,141.240025211943,,,,,1.47503614201821,296.804577752676,2.60162440167658,29.9339842779992,,,,3.80054970821747,0.426,,,,2.26524691759914,31.8360156351647,19.7077908665468,,251.362928671617,70.6317909981766,,15.4872145895252,94.9688838007899,19.1231238967,156.394047123044,2.81479048159051,405.675432901284,5.43405590575678,32.160027892644,2.83496733831487,,,10.6802836637429,1.08877674524114,0.439987697592288,3.38109762012495,,,,,,4.75167115892272,2.27917591117081,,,0.629146667825738,0.46941815458523,31.6444970962209,,,1.28803824785237,,,,1.1641738480624,,121.812831114928,1.88213826787931,,,11.7454100946573,1.07988253772405,,1.50212936211706,,1.07967189750683,38.18848418406,,9.27552647735357,1.30918579420107,,17.5932709948476,,,,5.19146871695876,30.6595010244435,,1.58631185431652,,1.46375221570373,8.44670624633302,24.1478556174259,2.33674166108976,79.1852076355842,21.009467274667,5.47200496336709,1.2407789998928,129.313301875242,,,,,23.7495359216484,306.210119340617,0.142570835249489,,,,,,60.1005530791307,1.44347640175801,,,,27.6096097661312,12.4880249516656,5.05740790568416,,,71.1863149297729,91.2335745272268,4.23555182538027,,,,,,21.3214081688214,28.2412987094471,,60.0912114122144,,43.6458422818707,,0.472072875211681,,4.15961294181631,5.83849047198301,57.838692762304,,,,0.745266801373969,68.9491165449756,28.5643954396161,192.291170751303,1.43910147888711,1682.24767893599,2.09371404858014,,,32.8657226809348,14.8511659023648,,,1.06567837005731,2.98476979348436,4068.94268630113,2663.89660445038,3984.80714090825,2747.01011783126,1325.28419157718,203.632525458294,2115.32900184576,43.806837214966,1784.19403111088,323.242486028314,1953.95930103295,93.0402727688777,215.618822666253,212.419952197811,-1.98951966012828e-12,6945.18271965216
