# Global Carbon Budget 2022 — Global_Carbon_Budget_2022v1.0.xlsx  — Fossil Emissions by Category
#
# Fossil fuel and cement production emissions by fuel type
# All values in million tonnes of carbon per year (MtC/yr), except the per capita emissions which are in tonnes of carbon per person per year (tC/person/yr). For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# Methods: Full details of the method are described in Friedlingstein et al (2022b) and Andrew and Peters (2021). Full country and fuel data can be found at https://zenodo.org/record/7215364#.Y1JIIHbRZmM
# The uncertainty for the global estimates is about ±5 % for a ± 1 sigma confidence level.
# Cite as: Friedlingstein et al (2022b; see summary tab)
#
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'Global_Carbon_Budget_2022v1.0.xlsx' from https://doi.org/10.18160/gcp-2022
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,fossil.emissions.excluding.carbonation,Coal,Oil,Gas,Cement.emission,Flaring,Other,Per.Capita
1940,1324.96113299208,1035.48490867845,238.118839147841,41.8983208916547,8.57822366277621,0.0,0.880840611353711,0.574235473700736
1941,1355.2534646357,1060.08765645883,240.364919020196,41.8840664646053,11.8157719278809,0.0,1.10105076419214,0.58253382323047
1942,1351.9715191503,1066.98921435728,228.088330551775,45.3190346070516,10.4738888700021,0.0,1.10105076419214,0.576843426305029
1943,1374.20233285184,1071.24416177702,242.358464407543,49.9180935267717,9.50048595709809,0.0,1.18112718340611,0.582329312041195
1944,1394.8297053164,1055.65577856328,277.87686845666,53.9303564584794,6.18557465457798,0.0,1.18112718340611,0.587178949383688
1945,1160.00663713182,818.3051610951,275.203293345102,59.1422906812886,6.27486035094127,0.0,1.08103165938865,0.485081215543595
1946,1265.92217584445,882.727711253392,311.107882854371,61.0900505911492,9.91549948615252,0.0,1.08103165938865,0.525668727845929
1947,1402.42629611853,988.413873661619,333.327938342576,67.6551049227806,11.7881946937344,0.0,1.24118449781659,0.577909107580876
1948,1478.08658663358,1020.59360485223,365.613162416742,76.4525842719647,14.1059741756201,0.0,1.32126091703057,0.603890078601824
1949,1431.72744070222,967.879245107583,364.803723289997,82.0017014348175,15.901681896021,0.0,1.14108897379913,0.579278050032639
1950,1638.44757700007,1052.46043267259,449.866141650013,96.385425808082,18.2802777427558,20.094,1.36129912663755,0.655556776628886
1951,1741.21078239253,1108.08946497406,475.533414885212,113.587973740662,20.6984795868956,21.8000163454337,1.50143286026201,0.684672243344649
1952,1764.6634695922,1094.17551068323,501.644083367379,122.021027321343,22.06347210655,23.2979814630477,1.46139465065502,0.681265990469748
1953,1814.345854066,1103.63129576325,532.778474827142,129.510760564373,24.4616683768442,22.2019733116841,1.76168122270742,0.687179647894587
1954,1853.15738279062,1102.48692582418,564.558583688101,136.831229064791,26.5368365405228,21.1823174983563,1.56149017467249,0.688399556394449
1955,2031.45307362822,1193.44467086156,630.967184250928,149.352927588913,29.3574642216902,26.4290117487988,1.90181495633188,0.73976682669686
1956,2162.73290488007,1254.67718771551,684.510968414981,160.269797379681,31.8297087624355,29.5234085463292,1.92183406113537,0.772128123317022
1957,2234.04657994344,1277.78323445537,715.411080407749,176.491762584202,33.4633777458349,29.0353480035656,1.86177674672489,0.781718215623452
1958,2297.38642648187,1297.59334749299,744.095395839145,192.637739636044,35.4190462783136,25.959292431887,1.68160480349345,0.787826222507098
1959,2417.09093103705,1350.44420797175,792.753483436437,206.939517185083,39.6660362622937,25.0255273386909,2.26215884279476,0.813755273236118
1960,2562.13668375546,1406.26569087848,853.287115016116,227.764009950523,42.9837867789118,24.3286606197294,7.50742051169101,0.848605031629183
1961,2570.54034357617,1349.14945631422,904.340416022922,240.722407269352,44.822319868679,23.5312489774176,7.97449512357886,0.837754193067936
1962,2661.31526731046,1345.1926030157,972.145111849083,264.105532952665,48.1559100149618,23.4527278082998,8.26338166974888,0.851161464533852
1963,2803.39923892809,1394.52567341016,1039.02092985554,285.704806672445,50.7805886118095,24.7014703991337,8.66576997900289,0.877219301539599
1964,2955.68014497337,1423.35978500716,1121.06143902624,314.64516718236,56.2828803461274,30.7838065585684,9.54706685291497,0.904648929791527
1965,3088.86356318165,1444.65555480279,1204.25095987821,335.845403699316,59.0857785627387,35.6012040316154,9.42466220697639,0.9256098024031
1966,3238.79202326999,1460.50802516808,1299.6596505195,365.676723304544,63.6061968170225,39.4558095989839,9.8856178618647,0.95079140018427
1967,3341.71096771521,1437.25796767389,1385.66584323579,391.087781020668,65.4770624760272,52.0695770393856,10.1527362694529,0.961519438099199
1968,3523.71504676873,1452.8483118826,1509.35936042498,425.647148633786,69.7048229493288,55.6223411558745,10.5330617221611,0.993488301891045
1969,3757.4778561743,1507.05214760565,1632.23497451825,466.298451636398,73.9057529844675,66.6033928721885,11.3831365573563,1.03778945267699
1970,4066.24328638585,1554.65899240102,1856.23895298136,488.722533126664,78.7148447507107,75.8037434443398,12.1042196817581,1.10035555561561
1971,4231.84929337033,1555.62852330727,1965.86413064837,527.651013686307,82.7906182242952,87.7257566177241,12.1892508863662,1.12245788580075
1972,4429.23831859387,1553.92608216281,2119.70901959359,560.054731902832,87.7585482010769,94.6697628345939,13.1201738989613,1.15200720429346
1973,4663.26213146,1599.91399473431,2245.07035029865,601.498285933937,92.9343589130554,109.754780359113,14.0903612209382,1.18953136723546
1974,4644.50768454152,1600.93066497213,2212.85461985759,616.538984442391,93.076714418317,106.808753869853,14.297946981231,1.16242969183573
1975,4654.64732683665,1647.67766225694,2194.056449634,615.5958717271,92.5536579271705,91.890009099884,12.8736761915478,1.14380614876638
1976,4910.44940494516,1709.60409211288,2331.19355946422,651.432833101026,96.6556511169246,107.912411462816,13.650857687288,1.18538139590387
1977,5049.90317627377,1751.55523808388,2413.22586650189,666.234920387639,101.219477850978,104.10549022976,13.5621832196241,1.19785951169148
1978,5206.65731911722,1782.69422281577,2499.76447923363,696.055174780546,107.721620508155,106.481919596945,13.9399021821708,1.21376987944914
1979,5354.38371238965,1866.89056909825,2531.85235933462,733.896565238288,109.136680506393,98.2887949435248,14.3187432685752,1.22649915729653
1980,5322.3971993827,1917.06572358594,2443.17018517125,752.756939682364,109.885264277094,86.3634165448225,13.1556701212294,1.19765705900932
1981,5195.44708203278,1911.81313293915,2333.59851708247,762.64921415035,109.920384390708,64.7278878368858,12.7379456332243,1.14825958614444
1982,5154.06304961668,1945.00882933038,2277.61352448327,745.434846982456,109.426076648633,64.2944767309375,12.2852954410126,1.11850693826132
1983,5187.37435146172,1996.23094235827,2254.58929769903,753.423005667856,111.865983978362,58.0913785072832,13.1737432509243,1.10560578401502
1984,5367.0179608478,2093.0124037886,2273.15512642986,821.622675508045,114.001906185791,50.9692471807984,14.256601754712,1.12378605079564
1985,5547.34901618979,2242.85576157501,2272.59039141975,851.91071894111,115.385443810574,49.5214646138809,15.0852358294664,1.14102352799155
1986,5629.7375794556,2275.05851146986,2340.70245366569,831.20747642654,120.182665654894,46.3067143205572,16.2797579180563,1.1373061704283
1987,5806.19655674873,2351.89983111579,2362.07934576755,902.096070506251,125.325237608291,44.4887596586353,20.3073120922159,1.15179813834137
1988,6033.78684012447,2431.99212103301,2448.87339835741,945.966806250021,131.989433574204,50.6302146434513,24.3348662663755,1.17565105792681
1989,6116.37596249755,2431.66368200685,2491.83400898969,993.39986598088,134.688855874601,41.1243749730501,23.6651746724891,1.17088862651174
1990,6211.10275671503,2371.35906865176,2524.38940466667,1046.16086447746,134.785572490617,73.1056195166422,61.3022269118707,1.16834034801444
1991,6344.10637212458,2348.26291842128,2653.77437917284,1067.05165609516,138.578221258434,77.2283971046101,59.2108000722568,1.17347722027393
1992,6162.67014227852,2292.30522662839,2518.0510256348,1080.27283330501,144.36191861628,68.3630689795545,59.3160691144833,1.12197748750513
1993,6226.22811723157,2320.12738854547,2519.86159128648,1110.00575557249,150.521819919715,66.609069159568,59.1024927478441,1.11632493539477
1994,6268.96789210917,2333.14096104018,2528.83654031943,1119.56420075204,160.606061647561,67.7002542441438,59.1198741058075,1.10744905953109
1995,6402.48718986896,2400.10447487758,2555.63462848318,1149.00862197789,169.880598974527,66.8490881536634,61.0097774021145,1.11479062242864
1996,6593.71786894726,2460.64237924543,2631.88004841613,1199.77945833029,173.393111009685,67.4604144419505,60.5624575037651,1.13194049789816
1997,6632.80104471739,2447.4726634339,2671.08644038031,1204.27886470969,180.467372356395,68.4480800877575,61.0476237493328,1.12296996326954
1998,6608.42262917237,2381.54606166041,2697.45274879036,1223.92885507162,179.751983122909,65.5710787031338,60.1719018239339,1.1037377205962
1999,6750.10599591586,2416.80873615424,2759.94191113626,1261.40899994426,188.594567481832,63.5229964438457,59.8287847554236,1.11245463092161
2000,6946.94927363421,2511.76790478934,2811.70594812359,1291.29122097805,197.032564212001,76.1267662932432,59.024869237977,1.12978751185845
2001,7005.47170464103,2525.998034104,2835.88127054264,1302.83429345795,205.876545520226,76.7270788776066,58.1544821386124,1.12433897972091
2002,7172.77223472565,2641.63731915338,2834.56991821656,1338.93385373135,217.263231055366,81.4830336931607,58.8848788758281,1.13629742595156
2003,7546.83309297646,2870.75972753189,2914.75285164441,1386.86356742597,232.601717448673,81.7072912951619,60.1479376303462,1.18031796287029
2004,7815.69187678275,2967.13546256392,3013.78401572154,1434.82261380767,248.517008530364,88.3740570680523,63.0587190912104,1.20691658772498
2005,8082.58795197304,3150.47349287514,3040.22903269751,1468.52224937053,263.183979417092,94.1851064783548,65.9940911344149,1.23244447927475
2006,8349.64977826972,3326.64854706411,3069.41090332127,1502.95010947023,287.027489517209,94.6670694324846,68.9456594644085,1.25720923131424
2007,8599.01451967725,3486.99788385012,3079.60298658095,1554.07582002787,308.239462932179,99.3409727844928,70.757393501635,1.27848354227273
2008,8757.05139786652,3600.65410556611,3070.77649599367,1600.51616646467,312.155666525127,102.094475220507,70.8544880964283,1.28560909404665
2009,8614.63719766104,3552.51855810127,3001.35062140567,1569.85644282731,320.886905251307,103.548560169553,66.4761099059208,1.24880475185518
2010,9105.989764136,3800.93365756522,3100.40467275552,1690.8689291762,342.488561684726,104.162249070693,67.1316938836431,1.30353666351561
2011,9412.39400064028,4022.14131956764,3108.10193956528,1737.6916491121,368.395062139052,101.058912890276,75.0051173659264,1.33072629637983
2012,9554.11233113644,4072.80551402432,3150.02924095175,1774.1795239313,377.884981395865,103.80763902214,75.4054318110668,1.33405687261972
2013,9639.52009391741,4100.56933054786,3173.15664963865,1785.62419785124,394.128286886459,105.768391019708,80.273237973488,1.32948016831309
2014,9710.02586624477,4107.94562512933,3187.44054238297,1816.19961127379,409.364703445552,105.868424590557,83.2069594225722,1.323069643272
2015,9704.84872677051,4014.7618638092,3255.91314456429,1852.64024664443,394.223763173503,104.676226833549,82.6334817455455,1.30676917369227
2016,9695.4675797892,3919.37916079203,3281.61388640756,1903.28848039605,406.0089523435,103.271058155189,81.9060416948655,1.29041070384638
2017,9851.7301516918,3959.32691176637,3341.32858489917,1950.0349695366,411.551087513798,106.984764251437,82.5038337244233,1.29631057516641
2018,10050.9024563856,4024.7900349649,3347.71186817182,2055.08918766511,428.280128699772,112.477004813882,82.5542320701398,1.30806576980539
2019,10120.7857448634,4019.09880592611,3369.44688164941,2087.20748350026,441.459275737403,119.883731190351,83.6895668598817,1.30339337661691
2020,9624.47754735439,3868.6037145507,3054.53290144499,2062.30629989354,446.926182345746,111.240085445257,80.8683636741554,1.22746274523644
2021,10132.0552271389,4088.31825416227,3230.6656975293,2162.07136256535,456.493551224319,113.680557498704,80.825804158927,1.28103137304945
