# Global Carbon Budget 2019 — Global Carbon Budget
#
# All values in billion tonnes of carbon per year (GtC/yr), for the globe. For values in billion tonnes of carbon dioxide per year (GtCO2/yr) , multiply the numbers below by 3.664.
# Note: 1 billion tonnes C = 1 petagram of carbon (10^15 gC) = 1 gigatonne C = 3.664 billion tonnes of CO2
# All uncertainties represent ± 1 sigma error (68 % chance of being in the range provided)
# Emissions from fossil fuel combustion and industrial processes (uncertainty of ±5% for a ± 1 sigma confidence level):
# Cite as: Gilfillan, D., Marland, G., Boden, T. and Andres, R.: Global, Regional, and National Fossil-Fuel CO2 Emissions, available at: https://energy.appstate.edu/CDIAC, last access: 27 September 2019.
# Emissions from land-use change (uncertainty of ±0.7 GtC/yr):
# Cite as: average of two bookkeeping models: Houghton, R. A. and Nassikas, A. A.: Global and regional fluxes of carbon from land use and land cover change 1850-2015, Global Biogeochemical Cycles, 31, 456-472, 2017;  Hansis, E., Davis, S. J., and Pongratz, J.: Relevance of methodological choices for accounting of land use change carbon fluxes, Global Biogeochemical Cycles, 29, 1230-1246, 2015.
# The atmospheric CO2 growth rate (variable uncertainty around 0.2 GtC/yr from 1980) is estimated directly from atmospheric CO2 concentration measurements, and provided by the US National Oceanic and Atmospheric Administration Earth System Research Laboratory (NOAA/ESRL).  http://www.esrl.noaa.gov/gmd/ccgg/trends/global.html
# Cite as: Dlugokencky, E. and Tans, P.: Trends in atmospheric carbon dioxide, National Oceanic & Atmospheric Administration, Earth System Research Laboratory (NOAA/ESRL), available at http://www.esrl.noaa.gov/gmd/ccgg/trends/global.html, 2019.
# 1959-1980 are based on Mauna Loa and South Pole stations as observed by the CO2 Program at Scripps Institution of Oceanography. http://scrippsco2.ucsd.edu/data/atmospheric_co2/
# 1980 onwards are global averages estimated from multiple stations run by NOAA/ESRL.
# The ocean sink (uncertainty of ±0.5 GtC/yr) is estimated from the average of several global ocean biogeochemistry models that reproduce the observed mean ocean sink of the 1990s.
# Cite as: Friedlingstein et al. 2019 (see Summary tab).
# The land sink (uncertainty of ±0.9 GtC/yr on average) was estimated from the average of several dynamic global vegetation models that reproduce the observed mean total land sink of the 1990s.
# Cite as: Friedlingstein et al. 2019 (see Summary tab).
# The budget imbalance is the sum of emissions (fossil fuel and industry + land-use change) minus (atmospheric growth + ocean sink + land sink); it is a measure of our imperfect data and understanding of the contemporary carbon cycle.
# Cite as: Friedlingstein et al. 2019 (see Summary tab).
#
#
#
# Generated with openclimatedata 0.36 from the GCB Excel file 'Global_Carbon_Budget_2019v1.0.xlsx' from https://doi.org/10.18160/gcp-2019
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,fossil fuel and industry,land-use change emissions,atmospheric growth,ocean sink,land sink,budget imbalance
1985,5.497983372513077,1.21821064821135,3.4506,1.6487402646390399,2.6505246947819563,-1.03367093869657
1986,5.576267062105061,1.2537486936145836,2.1726,1.7291614223743013,2.2062169941903242,0.722037339155019
1987,5.757050833937689,1.2910954837219641,5.751,1.8238169223802332,0.42765513672047206,-0.9543257414410523
1988,5.977267884411318,1.3078038938081555,4.7924999999999995,1.707666877606251,1.930199181788996,-1.1452942811757734
1989,6.0673264716739945,1.334689309978933,2.9393999999999996,1.7017748351993545,3.362522283978206,-0.6016813375246319
1990,6.200201951215436,1.3082016196954749,2.4920999999999998,1.81633520767409,2.2690388296035535,0.9309295336332677
1991,6.329408588445987,1.3066275181928075,1.5761999999999998,1.9089131013000855,2.194238049602087,1.956684955736622
1992,6.13166633303753,1.315199822421504,1.4909999999999999,2.099561039110147,2.099321882044938,1.756983234303949
1993,6.199877341556663,1.312940072434856,2.6199,2.0284261392754708,2.831506448149091,0.03298482656695745
1994,6.243946315332149,1.306821277616616,3.5784,1.9031101707607898,1.413587041353071,0.6556703808349047
1995,6.378701601849551,1.2920542120261045,4.153499999999999,1.90789349742481,1.6927566913885332,-0.08339437493768709
1996,6.577389844519236,1.265957577562467,2.2578,1.8597920487487767,3.0555172582121437,0.6702381151207826
1997,6.614872562488479,1.7384025883469483,4.1960999999999995,1.9915423027060986,3.1889207589982242,-1.0232879108688944
1998,6.591112380571013,1.1874079700690245,6.0066,2.092676829815798,1.4328831326345317,-1.753639611810292
1999,6.6748141651790025,1.1614055728039947,2.9181,1.9401277500186778,3.3784653149450534,-0.4004733269807339
2000,6.865272805444425,1.3410948937358707,2.6199,1.9067543638866613,3.7289923918723016,-0.04927905657866649
2001,6.92262071730816,1.272047893457965,3.8766,1.8052898099762211,2.3886606037071245,0.12411819708278005
2002,7.0740758547469405,1.4607478359042845,5.0268,2.148437001123891,1.0442285732433938,0.31535811628393984
2003,7.4148367421892365,1.5195797441245422,4.8777,2.2199446879287117,2.278773300680245,-0.4420015022951773
2004,7.76319804088034,1.4788124299299992,3.3441,2.1515235765430734,3.4532177464367866,0.29316914783047876
2005,8.024317631847921,1.3677681494228944,5.1972,2.217802219473697,1.8148522812574501,0.1622312805396684
2006,8.290304792504577,1.4175660862200805,3.7275,2.2824450620290158,3.0175581800482396,0.6803676366474019
2007,8.537702381401656,1.2356778988377015,4.473,2.316700551504217,2.827420734565671,0.15625899416947053
2008,8.732095488918048,1.2984873902839906,3.7914,2.2733577407005203,3.503595409857563,0.4622297286439574
2009,8.605967999730176,1.5042493428983335,3.4293,2.3359533262879113,2.716046100161253,1.6289179161793452
2010,9.047813838749612,1.384645045093524,5.1759,2.3051098028771184,3.1326589734526653,-0.1812098924866481
2011,9.353586149214253,1.3420547092073853,3.6209999999999996,2.4274063426709778,4.13032894877632,0.5169055669743408
2012,9.495930589140873,1.4680351014342956,5.0907,2.4789846914245803,2.5455872001153823,0.8486937990352059
2013,9.54132839602987,1.5186219468021425,5.1333,2.503031232215654,3.2806814022852104,0.14293770833114783
2014,9.613765781816554,1.6591507671770875,4.323899999999999,2.5786925369700975,3.715410525962766,0.6549134860607788
2015,9.617533007146902,1.7035260804815064,6.3261,2.6402461457763735,2.1955269493264575,0.1591859925255763
2016,9.656027242560564,1.537406490675905,6.0705,2.670963601798297,2.7188237683803056,-0.2668536369421348
2017,9.773607426431546,1.4690239295435181,4.5794999999999995,2.54155458363638,3.582831985052934,0.5387447872857507
2018,9.981646894153481,1.508849132218384,5.14,2.6282498443698254,3.4688283630895373,0.2534178189125025
