# Global Carbon Budget 2019 — Global_Carbon_Budget_2019v1.0.xlsx  — Land-Use Change Emissions
#
# Land-use change emissions
# All values in billion tonnes of carbon per year (GtC/yr), for the globe. For values in billion tonnes of carbon dioxide per year (GtCO2/yr), multiply the numbers below by 3.664.
# 1 billion tonnes C = 1 petagram of carbon (10^15 gC) = 1 gigatonne C = 3.664 billion tonnes of CO2
# Methods: The GCB estimate is the average of the two bookkeeping models (uncertainty of ±0.7 GtC/yr). Individual results from dynamic global vegetation models are also provided.
# data below represents the net flux of land-use change, based on the net balance between deforestation and forest regrowth along with other land-use changes
# Cite individual estimates as:
# H&N	Houghton, R. A. and Nassikas, A. A.: Global and regional fluxes of carbon from land use and land cover change 1850-2015, Global Biogeochemical Cycles, 31, 456-472, 2017.
# BLUE	Hansis, E., Davis, S. J., and Pongratz, J.: Relevance of methodological choices for accounting of land use change carbon fluxes, Global Biogeochemical Cycles, 29, 1230-1246, 2015.
# CABLE-POP	Haverd, V., Smith, B., Nieradzik, L., Briggs, P. R., Woodgate, W., Trudinger, C. M., Canadell, J. G., and Cuntz, M.: A new version of the CABLE land surface model (Subversion revision r4601) incorporating land use and land cover change, woody vegetation demography, and a novel optimisation-based approach to plant coordination of photosynthesis, Geosci. Model Dev., 11, 2995-3026, 2018.
# CLASS-CTEM	Melton, J. R. and Arora, V. K.: Competition between plant functional types in the Canadian Terrestrial Ecosystem Model (CTEM) v. 2.0, Geosci. Model Dev., 9, 323-361, 2016.
# CLM5.0	Lawrence, D., Fisher, R., Koven, C., Oleson, K., Swenson, S., et al.: The Community Land Model version 5: Description of new features, benchmarking, and impact of forcing uncertainty, JAMES, accepted, 2019
# DLEM	Tian, H., G. Chen, C. Lu, X. Xu, D. J. Hayes, W. Ren, S. Pan, D.N. Huntzinger, S.C. Wofsy: North American terrestrial CO2 uptake largely offset by CH4 and N2O emissions: Toward a full accounting of the greenhouse gas budget, Climatic Change, 129:423-426, 2015
# ISAM	Meiyappan, P., Jain, A. K., and House, J. I.: Increased influence of nitrogen limitation on CO2 emissions from future land use and land use change, Global Biogeochemical Cycles, 29, 1524-1548, 2015.
# ISBA-CTRIP	Decharme, B., Delire, C., Minvielle, M., Colin, J., Vergnes, J., Alias, A., Saint‐Martin, D., Séférian, R., Sénési, S. and Voldoire, A.: Recent Changes in the ISBA‐CTRIP Land Surface System for Use in the CNRM‐CM6 Climate Model and in Global Off‐Line Hydrological Applications, J. Adv. Model. Earth Syst., 11(5), 1207–1252, doi:10.1029/2018MS001545, 2019.
# JSBACH	Mauritsen, T., Bader, J., Becker, T., Behrens, J., Bittner, M., Brokopf, R., Brovkin, V., Claussen, M., Crueger, T., Esch, M., Fast, I., Fiedler, S., Popke, D., Gayler, V., Giorgetta, M., Goll, D., Haak, H., Hagemann, S., Hedemann, C., Hohenegger, C., Ilyina, T., Jahns, T., Jimenez Cuesta de la Otero, D., Jungclaus, J., Kleinen, T., Kloster, S., Kracher, D., Kinne, S., Kleberg, D., Lasslop, G., Kornblueh, L., Marotzke, J., Matei, D., Meraner, K., Mikolajewicz, U., Modali, K., Möbis, B., Müller, W., Nabel, J.E.M.S., Nam, C., Notz, D., Nyawira, S., Paulsen, H., Peters, K., Pincus, R., Pohlmann, H., Pongratz, J., Popp, M., Raddatz, T., Rast, S., Redler, R., Reick, C., Rohrschneider, T., Schemann, V., Schmidt, H., Schnur, R., Schulzweida, U., Six, K., Stein, L., Stemmler, I., Stevens, B., von Storch, J., Tian, F., Voigt, A., de Vrese, P., Wieners, K.-H., Wilkenskjeld, S., Roeckner, E. & Winkler, A. (in review). Developments in the MPI-M Earth System Model version 1.2 (MPI-ESM1.2) and its response to increasing CO2.
# JULES	Clarke, D. B., Mercado, L. M., Sitch, S., Jones, C. D., Gedney, N., Best, M. J., Pryor, M., Rooney, G. G., Essery, R. L. H., Blyth, E., Boucher, O., Cox, P. M., and Harding, R. J.: The Joint UK Land Environment Simulator (JULES), model description - Part 2: Carbon fluxes and vegetation dynamics. , Geoscientific Model Development, 4, 701-772, 2011
# LPJ-GUESS	Smith, B., Warlind, D., Arneth, A., Hickler, T., Leadley, P., Siltberg, J., and Zaehle, S.: Implications of incorporating N cycling and N limitations on primary production in an individual-based dynamic vegetation model, Biogeosciences, 11, 2027-2054, 2014.
# LPJ 	Poulter, B., Frank, D. C., Hodson, E. L., and Zimmermann, N. E.: Impacts of land cover and climate data selection on understanding terrestrial carbon dynamics and the CO2 airborne fraction, Biogeosciences, 8, 2027-2036, 2011.
# LPX-Bern	Lienert, S. and Joos, F.: A Bayesian ensemble data assimilation to constrain model parameters and land-use carbon emissions, Biogeosciences, 15, 2909-2930, 2018.
# OCNv2	Zaehle, S. and Friend, A. D.: Carbon and nitrogen cycle dynamics in the O-CN land surface model: 1. Model description, site-scale evaluation, and sensitivity to parameter estimates, Global Biogeochemical Cycles, 24, GB1005, 2010
# ORCHIDEE-CNP	Goll, D. S., Winkler, A. J., Raddatz, T., Dong, N., Colin Prentice, I., Ciais, P. and Brovkin, V.: Carbon-nitrogen interactions in idealized simulations with JSBACH (version 3.10), Geosci. Model Dev., 10(5), 2009–2030, doi:10.5194/gmd-10-2009-2017, 2017.
# ORCHIDEE-Trunk	Krinner, G., Viovy, N., de Noblet, N., Ogée, J., Friedlingstein, P., Ciais, P., Sitch, S., Polcher, J., and Prentice, I. C.: A dynamic global vegetation model for studies of the coupled atmosphere-biosphere system, Global Biogeochemical Cycles, 19, 1-33, 2005.
# SDGVM	Walker, A. P., Quaife, T., van Bodegom, P. M., De Kauwe, M. G., Keenan, T. F., Joiner, J., Lomas, M. R., MacBean, N., Xu, C. G., Yang, X. J., and Woodward, F. I.: The impact of alternative trait-scaling hypotheses for the maximum photosynthetic carboxylation rate (V-cmax) on global gross primary production, New Phytologist, 215, 1370-1386, 2017.
# Generated with openclimatedata 0.38 from the GCB Excel file 'Global_Carbon_Budget_2019v1.0.xlsx' from https://doi.org/10.18160/gcp-2019
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
#
# GCB
Year,GCB
1959,1.8103646677017209
1960,1.6522492790985104
1961,1.5746800705947877
1962,1.5265188908233644
1963,1.4676559116210939
1964,1.414413009628296
1965,1.362905536529541
1966,1.318462435020447
1967,1.295181525123596
1968,1.290053425830841
1969,1.2956680158958436
1970,1.271824422969818
1971,1.2471406268081666
1972,1.216660305469513
1973,1.193009380886078
1974,1.158836985736847
1975,1.1360972407569885
1976,1.1212929113349914
1977,1.103117126514435
1978,1.06598721295166
1979,1.038699279640198
1980,1.084985162540436
1981,1.102055435045648
1982,1.11744058761885
1983,1.1601088688595265
1984,1.1983848308555953
1985,1.21821064821135
1986,1.2537486936145836
1987,1.2910954837219641
1988,1.3078038938081555
1989,1.334689309978933
1990,1.3082016196954749
1991,1.3066275181928075
1992,1.315199822421504
1993,1.312940072434856
1994,1.306821277616616
1995,1.2920542120261045
1996,1.265957577562467
1997,1.7384025883469483
1998,1.1874079700690245
1999,1.1614055728039947
2000,1.3410948937358707
2001,1.272047893457965
2002,1.4607478359042845
2003,1.5195797441245422
2004,1.4788124299299992
2005,1.3677681494228944
2006,1.4175660862200805
2007,1.2356778988377015
2008,1.2984873902839906
2009,1.5042493428983335
2010,1.384645045093524
2011,1.3420547092073853
2012,1.4680351014342956
2013,1.5186219468021425
2014,1.6591507671770875
2015,1.7035260804815064
2016,1.537406490675905
2017,1.4690239295435181
2018,1.508849132218384
